FullAddress,Steet,City,State,Zipcode,Retailer,Calc_Rebate,Check_Amount,AddressFull,Rebate_Status,RebateType,Site_Type
"21543 OLD MINE RD, LOS GATOS, CA 95030",21543 OLD MINE RD,LOS GATOS,CA,95030,SCVWD,$481.16 ,$481.16 ,21543 OLD MINE RD LG 95030,Check Issued,IW,Single Family
"5289 KNIGHTS ESTATES, SAN JOSE, CA 95135",5289 KNIGHTS ESTATES,SAN JOSE,CA,95135,SJ Muni,$300.00 ,,5289 KNIGHTS ESTATES SJ 95135,Appl. Received Complete,IW,Single Family
"90 GREENTREE WY, MILPITAS, CA 95035",90 GREENTREE WY,MILPITAS,CA,95035,Milpitas,$550.00 ,,90 GREENTREE WY MI 95035,Appl. Received Complete,IW,Single Family
"4568 HAMPSHIRE PL, SAN JOSE, CA 95136",4568 HAMPSHIRE PL,SAN JOSE,CA,95136,SJ Water Co.,$283.99 ,$283.99 ,4568 HAMPSHIRE PL SJ 95136,Check Issued,IW,Single Family
"139 OLD ORCHARD DR, LOS GATOS, CA 95032",139 OLD ORCHARD DR,LOS GATOS,CA,95032,SJ Water Co.,"$2,000.00 ","$2,000.00 ",139 OLD ORCHARD DR LG 95032,Check Issued,L,Single Family
"1156 LONDON AV, SUNNYVALE, CA 94087",1156 LONDON AV,SUNNYVALE,CA,94087,Sunnyvale,"$1,303.00 ","$1,303.00 ",1156 LONDON AV SU 94087,Check Issued,LIW,Single Family
"22573 WOODRIDGE CT, CUPERTINO, CA 95014",22573 WOODRIDGE CT,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,22573 WOODRIDGE CT CU 95014,Appl. Received Complete,,Single Family
"1619 CROW CT, SUNNYVALE, CA 94087",1619 CROW CT,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,1619 CROW CT SU 94087,Site is Disqualified,L,Single Family
"3141 BARLETTA LN, SAN JOSE, CA 95127",3141 BARLETTA LN,SAN JOSE,CA,95127,SJ Water Co.,$0.00 ,,3141 BARLETTA LN SJ 95127,Site is Disqualified,IW,Single Family
"6736 HEATHFIELD DR, SAN JOSE, CA 95120",6736 HEATHFIELD DR,SAN JOSE,CA,95120,SJ Water Co.,$265.73 ,$265.73 ,6736 HEATHFIELD DR SJ 95120,Check Issued,IW,Single Family
"2425 LAURA LN, MOUNTAIN VIEW, CA 94043",2425 LAURA LN,MOUNTAIN VIEW,CA,94043,Mountain View,$0.00 ,,2425 LAURA LN MV 94043,Site is Disqualified,,Single Family
"3993 CARRACCI LN, SAN JOSE, CA 95135",3993 CARRACCI LN,SAN JOSE,CA,95135,SJ Muni,$0.00 ,,3993 CARRACCI LN SJ 95135,Site is Disqualified,,Single Family
"14137 DOUGLASS LN, SARATOGA, CA 95070",14137 DOUGLASS LN,SARATOGA,CA,95070,SJ Water Co.,"$2,000.00 ","$2,000.00 ",14137 DOUGLASS LN SA 95070,Check Issued,L,Single Family
"826 QUETTA AV, SUNNYVALE, CA 94087",826 QUETTA AV,SUNNYVALE,CA,94087,Sunnyvale,$195.98 ,$195.98 ,826 QUETTA AV SU 94087,Check Issued,IW,Single Family
"598 HYDE PARK DR, SAN JOSE, CA 95136",598 HYDE PARK DR,SAN JOSE,CA,95136,SJ Water Co.,$447.00 ,$447.00 ,598 HYDE PARK DR SJ 95136,Check Issued,L,Single Family
"4867 STONEYFORD CT, SAN JOSE, CA 95138",4867 STONEYFORD CT,SAN JOSE,CA,95138,SJ Muni,$256.06 ,$256.06 ,4867 STONEYFORD CT SJ 95138,Check Issued,IW,Single Family
"1018 PINE AV, SAN JOSE, CA 95125",1018 PINE AV,SAN JOSE,CA,95125,SJ Water Co.,$373.17 ,$373.17 ,1018 PINE AV SJ 95125,Check Issued,IW,Single Family
"3291 FLEUR DE LIS CT, SAN JOSE, CA 95132",3291 FLEUR DE LIS CT,SAN JOSE,CA,95132,SJ Water Co.,$239.98 ,$239.98 ,3291 FLEUR DE LIS CT SJ 95132,Check Issued,IW,Single Family
"3945 WELLINGTON SQ, SAN JOSE, CA 95136",3945 WELLINGTON SQ,SAN JOSE,CA,95136,SJ Water Co.,"$1,043.00 ","$1,043.00 ",3945 WELLINGTON SQ SJ 95136,Check Issued,LDW,Single Family
"514 PRADA DR, MILPITAS, CA 95035",514 PRADA DR,MILPITAS,CA,95035,Milpitas,$0.00 ,,514 PRADA DR MI 95035,Site is Disqualified,LDIW,Single Family
"15163 ALONDRA LN, SARATOGA, CA 95070",15163 ALONDRA LN,SARATOGA,CA,95070,SJ Water Co.,$599.98 ,$599.98 ,15163 ALONDRA LN SA 95070,Check Issued,IW,Single Family
"740 CHIMALUS DR, PALO ALTO, CA 94306",740 CHIMALUS DR,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,740 CHIMALUS DR PA 94306,Site is Disqualified,L,Single Family
"19244 BOUNTIFUL ACRES, SARATOGA, CA 95070",19244 BOUNTIFUL ACRES,SARATOGA,CA,95070,SJ Water Co.,$481.83 ,$481.83 ,19244 BOUNTIFUL ACRES SA 95070,Check Issued,IW,Single Family
"307 BRIAN CT, SAN JOSE, CA 95123",307 BRIAN CT,SAN JOSE,CA,95123,Great Oaks,$240.42 ,$240.42 ,307 BRIAN CT SJ 95123,Check Issued,IW,Single Family
"Granada HOA 315 Ethyl St Milpit, MILPITAS, CA 95035",Granada HOA 315 Ethyl St Milpit,MILPITAS,CA,95035,Milpitas,"$15,625.04 ","$15,625.04 ",Granada HOA 315 Ethyl St Milpitas 95035,Check Issued,LIW,MFD
"18296 MONTPERE WY, SARATOGA, CA 95070",18296 MONTPERE WY,SARATOGA,CA,95070,SJ Water Co.,$169.17 ,$169.17 ,18296 MONTPERE WY SA 95070,Check Issued,IW,Single Family
"2425 LAURA LN, MOUNTAIN VIEW, CA 94043",2425 LAURA LN,MOUNTAIN VIEW,CA,94043,Mountain View,$0.00 ,,2425 LAURA LN MV 94043,Site is Disqualified,LIW,Single Family
"7460 DOWDY ST, GILROY, CA 95020",7460 DOWDY ST,GILROY,CA,95020,Gilroy,$783.50 ,$783.50 ,7460 DOWDY ST GI 95020,Check Issued,LIW,Single Family
"50 ELLENWOOD AV, LOS GATOS, CA 95030",50 ELLENWOOD AV,LOS GATOS,CA,95030,SJ Water Co.,$0.00 ,,50 ELLENWOOD AV LG 95030,Appl. Received Complete,IW,Single Family
"22615 SALEM AV, CUPERTINO, CA 95014",22615 SALEM AV,CUPERTINO,CA,95014,SJ Water Co.,"$2,130.00 ","$2,130.00 ",22615 SALEM AV CU 95014,Check Issued,L,Single Family
"1581 HACK AV, CAMPBELL, CA 95008",1581 HACK AV,CAMPBELL,CA,95008,SJ Water Co.,$290.16 ,$290.16 ,1581 HACK AV CA 95008,Check Issued,I,Single Family
"9550 HUMMINGBIRD LN, GILROY, CA 95020",9550 HUMMINGBIRD LN,GILROY,CA,95020,Gilroy,$186.99 ,$186.99 ,9550 HUMMINGBIRD LN GI 95020,Check Issued,W,Single Family
"1126 ALLSTON CT, SAN JOSE, CA 95120",1126 ALLSTON CT,SAN JOSE,CA,95120,SJ Water Co.,$223.18 ,$223.18 ,1126 ALLSTON CT SJ 95120,Check Issued,IW,Single Family
"1317 NELSON WY, SUNNYVALE, CA 94087",1317 NELSON WY,SUNNYVALE,CA,94087,Sunnyvale,$240.42 ,$240.42 ,1317 NELSON WY SU 94087,Check Issued,IW,Single Family
"1591 BITTERN DR, SUNNYVALE, CA 94087",1591 BITTERN DR,SUNNYVALE,CA,94087,Sunnyvale,$256.97 ,$256.97 ,1591 BITTERN DR SU 94087,Check Issued,IW,Single Family
"27853 LUPINE RD, LOS ALTOS HILLS, CA 94022",27853 LUPINE RD,LOS ALTOS HILLS,CA,94022,Purissima Hills,"$2,000.00 ","$2,000.00 ",27853 LUPINE RD LH 94022,Check Issued,L,Single Family
"27853 LUPINE RD, LOS ALTOS HILLS, CA 94022",27853 LUPINE RD,LOS ALTOS HILLS,CA,94022,Purissima Hills,$0.00 ,,27853 LUPINE RD LH 94022,Site is Disqualified,,Single Family
"1255 DANA AV, PALO ALTO, CA 94301",1255 DANA AV,PALO ALTO,CA,94301,Palo Alto,$0.00 ,,1255 DANA AV PA 94301,Appl. Received Complete,W,Single Family
"15324 CHARLOTTE AV, SAN JOSE, CA 95124",15324 CHARLOTTE AV,SAN JOSE,CA,95124,SJ Water Co.,$262.18 ,$262.18 ,15324 CHARLOTTE AV SJ 95124,Check Issued,IW,Single Family
"986 HIGHLANDS CL, LOS ALTOS, CA 94024",986 HIGHLANDS CL,LOS ALTOS,CA,94024,California Water,"$1,177.00 ","$1,177.00 ",986 HIGHLANDS CL LA 94024,Check Issued,L,Single Family
"5725 CAPILANO DR, SAN JOSE, CA 95138",5725 CAPILANO DR,SAN JOSE,CA,95138,SJ Muni,$0.00 ,,5725 CAPILANO DR SJ 95138,Site is Disqualified,,Single Family
"3833 LA DONNA AV, PALO ALTO, CA 94306",3833 LA DONNA AV,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,3833 LA DONNA AV PA 94306,Appl. Received Complete,IW,Single Family
"3320 FAMILLE CT, SAN JOSE, CA 95135",3320 FAMILLE CT,SAN JOSE,CA,95135,SJ Muni,$268.99 ,$268.99 ,3320 FAMILLE CT SJ 95135,Check Issued,IW,Single Family
"20387 GILLICK WY, CUPERTINO, CA 95014",20387 GILLICK WY,CUPERTINO,CA,95014,SJ Water Co.,$229.80 ,$229.80 ,20387 GILLICK WY CU 95014,Check Issued,IW,Single Family
"4265 CHRISTIAN DR, SAN JOSE, CA 95135",4265 CHRISTIAN DR,SAN JOSE,CA,95135,SJ Muni,"$2,515.00 ","$2,515.00 ",4265 CHRISTIAN DR SJ 95135,Check Issued,LIW,Single Family
"3036 PRICE CT, PALO ALTO, CA 94303",3036 PRICE CT,PALO ALTO,CA,94303,Palo Alto,$0.00 ,,3036 PRICE CT PA 94303,Site is Disqualified,IW,Single Family
"21111 STEVENS CREEK BL, CUPERTINO, CA 95014",21111 STEVENS CREEK BL,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,21111 STEVENS CREEK BL CU 95014,Site is Disqualified,L,Institutional
"410 LOS PAJAROS CT, LOS ALTOS, CA 94024",410 LOS PAJAROS CT,LOS ALTOS,CA,94024,California Water,"$2,000.00 ","$2,000.00 ",410 LOS PAJAROS CT LA 94024,Check Issued,L,Single Family
"5096 WOODBRAE CT, SARATOGA, CA 95070",5096 WOODBRAE CT,SARATOGA,CA,95070,SJ Water Co.,$0.00 ,,5096 WOODBRAE CT SA 95070,Appl. Received Complete,IW,Single Family
"4061 FILAN WY, SAN JOSE, CA 95135",4061 FILAN WY,SAN JOSE,CA,95135,SJ Muni,$300.00 ,,4061 FILAN WY SJ 95135,Appl. Received Complete,IW,Single Family
"79 CRESCENT DR, PALO ALTO, CA 94301",79 CRESCENT DR,PALO ALTO,CA,94301,Palo Alto,$483.98 ,$483.98 ,79 CRESCENT DR PA 94301,Check Issued,I,Single Family
"2338 GLENDENNING AV, SANTA CLARA, CA 95050",2338 GLENDENNING AV,SANTA CLARA,CA,95050,Santa Clara,$0.00 ,,2338 GLENDENNING AV SC 95050,Site is Disqualified,I,Single Family
"22583 WOODRIDGE CT, CUPERTINO, CA 95014",22583 WOODRIDGE CT,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,22583 WOODRIDGE CT CU 95014,Appl. Received Complete,IW,Single Family
"5910 WINGED FOOT DR, GILROY, CA 95020",5910 WINGED FOOT DR,GILROY,CA,95020,Gilroy,$0.00 ,,5910 WINGED FOOT DR GI 95020,Site is Disqualified,LW,Single Family
"377 PISMO TR, SUNNYVALE, CA 94086",377 PISMO TR,SUNNYVALE,CA,94086,Sunnyvale,$0.00 ,,377 PISMO TR SU 94086,Site is Disqualified,IW,Single Family
"1744 LAURELWOOD DR, SAN JOSE, CA 95125",1744 LAURELWOOD DR,SAN JOSE,CA,95125,SJ Water Co.,$99.00 ,$99.00 ,1744 LAURELWOOD DR SJ 95125,Check Issued,IW,Single Family
"674 TIFFANY CT, SUNNYVALE, CA 94087",674 TIFFANY CT,SUNNYVALE,CA,94087,Sunnyvale,$256.97 ,$256.97 ,674 TIFFANY CT SU 94087,Check Issued,IW,Single Family
"1432 CUERNAVACA CT, SAN JOSE, CA 95120",1432 CUERNAVACA CT,SAN JOSE,CA,95120,SJ Water Co.,$0.00 ,,1432 CUERNAVACA CT SJ 95120,Site is Disqualified,I,Single Family
"3368 VANDERBILT WY, SANTA CLARA, CA 95051",3368 VANDERBILT WY,SANTA CLARA,CA,95051,Santa Clara,$199.99 ,$199.99 ,3368 VANDERBILT WY SC 95051,Check Issued,W,Single Family
"1010 CATHCART WY, STANFORD, CA 94305",1010 CATHCART WY,STANFORD,CA,94305,Stanford Utilities,$0.00 ,,1010 CATHCART WY ST 94305,Appl. Received Complete,,Single Family
"415 VIA LARGO CT, MORGAN HILL, CA 95037",415 VIA LARGO CT,MORGAN HILL,CA,95037,Morgan Hill,"$2,215.00 ","$2,215.00 ",415 VIA LARGO CT MH 95037,Check Issued,L,Single Family
"103 PANORAMA WY, LOS GATOS, CA 95032",103 PANORAMA WY,LOS GATOS,CA,95032,SJ Water Co.,$0.00 ,,103 PANORAMA WY LG 95032,Appl. Received Complete,,Single Family
"817 BOURBON CT, MOUNTAIN VIEW, CA 94041",817 BOURBON CT,MOUNTAIN VIEW,CA,94041,Mountain View,"$1,471.44 ","$1,471.44 ",817 BOURBON CT MV 94041,Check Issued,LIW,Single Family
"2315 GIANERA ST, SANTA CLARA, CA 95054",2315 GIANERA ST,SANTA CLARA,CA,95054,Santa Clara,$289.00 ,$289.00 ,2315 GIANERA ST SC 95054,Check Issued,IW,Single Family
"4964 KENSON DR, SAN JOSE, CA 95124",4964 KENSON DR,SAN JOSE,CA,95124,SJ Water Co.,$238.95 ,$238.95 ,4964 KENSON DR SJ 95124,Check Issued,IW,Single Family
"6813 TUNBRIDGE WY, SAN JOSE, CA 95120",6813 TUNBRIDGE WY,SAN JOSE,CA,95120,,$0.00 ,,6813 TUNBRIDGE WY SJ 95120,Site is Disqualified,,Single Family
"485 COCHRANE CL, MORGAN HILL, CA 95037",485 COCHRANE CL,MORGAN HILL,CA,95037,Morgan Hill,$0.00 ,,485 COCHRANE CL MH 95037,Site is Disqualified,LD,Commercial
"1788 CARDEL WY, SAN JOSE, CA 95124",1788 CARDEL WY,SAN JOSE,CA,95124,SJ Water Co.,$195.99 ,$195.99 ,1788 CARDEL WY SJ 95124,Check Issued,IW,Single Family
"904 COWPER ST, PALO ALTO, CA 94301",904 COWPER ST,PALO ALTO,CA,94301,Palo Alto,"$2,278.00 ","$2,278.00 ",904 COWPER ST PA 94301,Check Issued,L,Single Family
"309 N BAYVIEW AV, SUNNYVALE, CA 94086",309 N BAYVIEW AV,SUNNYVALE,CA,94086,Sunnyvale,$293.99 ,$293.99 ,309 N BAYVIEW AV SU 94086,Check Issued,IW,Single Family
"4633 VENICE WY, SAN JOSE, CA 95129",4633 VENICE WY,SAN JOSE,CA,95129,SJ Water Co.,$318.68 ,$318.68 ,4633 VENICE WY SJ 95129,Check Issued,I,Single Family
"968 PERREIRA DR, SANTA CLARA, CA 95051",968 PERREIRA DR,SANTA CLARA,CA,95051,Santa Clara,$290.00 ,$290.00 ,968 PERREIRA DR SC 95051,Check Issued,L,Single Family
"1685 MERRILL LP, SAN JOSE, CA 95124",1685 MERRILL LP,SAN JOSE,CA,95124,SJ Water Co.,$300.00 ,,1685 MERRILL LP SJ 95124,Appl. Received Complete,IW,Single Family
"1477 FERGUSON WY, SAN JOSE, CA 95129",1477 FERGUSON WY,SAN JOSE,CA,95129,SJ Water Co.,$766.99 ,$766.99 ,1477 FERGUSON WY SJ 95129,Check Issued,LIW,Single Family
"14279 NOVA SCOTIA AV, SAN JOSE, CA 95124",14279 NOVA SCOTIA AV,SAN JOSE,CA,95124,SJ Water Co.,$437.72 ,$437.72 ,14279 NOVA SCOTIA AV SJ 95124,Check Issued,IW,Single Family
"15965 GREENWOOD RD, MONTE SERENO, CA 95030",15965 GREENWOOD RD,MONTE SERENO,CA,95030,SJ Water Co.,$110.00 ,$110.00 ,15965 GREENWOOD RD MS 95030,Check Issued,I,Single Family
"910 BRIANA CT, SAN JOSE, CA 95120",910 BRIANA CT,SAN JOSE,CA,95120,SJ Water Co.,$261.42 ,$261.42 ,910 BRIANA CT SJ 95120,Check Issued,IW,Single Family
"4940 CARTER AV, SAN JOSE, CA 95118",4940 CARTER AV,SAN JOSE,CA,95118,,$0.00 ,,4940 CARTER AV SJ 95118,Site is Disqualified,,Single Family
"20350 ARGONAUT DR, SARATOGA, CA 95070",20350 ARGONAUT DR,SARATOGA,CA,95070,SJ Water Co.,"$1,438.00 ","$1,438.00 ",20350 ARGONAUT DR SA 95070,Check Issued,L,Single Family
"14894 CONWAY CT, SAN JOSE, CA 95124",14894 CONWAY CT,SAN JOSE,CA,95124,SJ Water Co.,$293.99 ,$293.99 ,14894 CONWAY CT SJ 95124,Check Issued,IW,Single Family
"409 MAYELLEN AV, SAN JOSE, CA 95126",409 MAYELLEN AV,SAN JOSE,CA,95126,SJ Water Co.,$191.84 ,$191.84 ,409 MAYELLEN AV SJ 95126,Check Issued,IW,Single Family
"3438 JENNIFER WY, SAN JOSE, CA 95124",3438 JENNIFER WY,SAN JOSE,CA,95124,SJ Water Co.,$172.19 ,$172.19 ,3438 JENNIFER WY SJ 95124,Check Issued,IW,Single Family
"1488 GEORGETTA DR, SAN JOSE, CA 95125",1488 GEORGETTA DR,SAN JOSE,CA,95125,SJ Water Co.,"$1,068.00 ","$1,068.00 ",1488 GEORGETTA DR SJ 95125,Check Issued,L,Single Family
"3200 MACHADO AV, SANTA CLARA, CA 95051",3200 MACHADO AV,SANTA CLARA,CA,95051,Santa Clara,$204.92 ,$204.92 ,3200 MACHADO AV SC 95051,Check Issued,IW,Single Family
"4408 STONE CANYON DR, SAN JOSE, CA 95136",4408 STONE CANYON DR,SAN JOSE,CA,95136,SJ Water Co.,$286.76 ,$286.76 ,4408 STONE CANYON DR SJ 95136,Check Issued,IW,Single Family
"2490 GLEN HANLEIGH DR, SAN JOSE, CA 95148",2490 GLEN HANLEIGH DR,SAN JOSE,CA,95148,SJ Muni,$0.00 ,,2490 GLEN HANLEIGH DR SJ 95148,Site is Disqualified,,Single Family
"173 W FERNDALE AV, SUNNYVALE, CA 94086",173 W FERNDALE AV,SUNNYVALE,CA,94086,Sunnyvale,$117.87 ,$117.87 ,173 W FERNDALE AV SU 94086,Check Issued,IW,Single Family
"14467 SOBEY RD, SARATOGA, CA 95070",14467 SOBEY RD,SARATOGA,CA,95070,SJ Water Co.,$0.00 ,,14467 SOBEY RD SA 95070,Appl. Received Complete,,Single Family
"5737 PRESTON DR, SAN JOSE, CA 95124",5737 PRESTON DR,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,5737 PRESTON DR SJ 95124,Site is Disqualified,IW,MFD
"2825 VIA CARMEN, SAN JOSE, CA 95124",2825 VIA CARMEN,SAN JOSE,CA,95124,SJ Water Co.,$0.00 ,,2825 VIA CARMEN SJ 95124,Appl. Received Complete,W,Single Family
"643 ALBERTA AV, SUNNYVALE, CA 94087",643 ALBERTA AV,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,643 ALBERTA AV SU 94087,Appl. Received Complete,IW,MFD
"1034 REDMOND AV, SAN JOSE, CA 95120",1034 REDMOND AV,SAN JOSE,CA,95120,SJ Water Co.,"$1,375.00 ","$1,375.00 ",1034 REDMOND AV SJ 95120,Check Issued,L,Single Family
"6569 JEREMIE DR, SAN JOSE, CA 95120",6569 JEREMIE DR,SAN JOSE,CA,95120,SJ Water Co.,$850.00 ,$850.00 ,6569 JEREMIE DR SJ 95120,Check Issued,L,Single Family
"3581 RUE CHENE DOR, SAN JOSE, CA 95148",3581 RUE CHENE DOR,SAN JOSE,CA,95148,SJ Muni,"$1,896.00 ","$1,896.00 ",3581 RUE CHENE DOR SJ 95148,Check Issued,L,Single Family
"1364 UNIVERSITY AV, SAN JOSE, CA 95126",1364 UNIVERSITY AV,SAN JOSE,CA,95126,SJ Water Co.,$702.00 ,$702.00 ,1364 UNIVERSITY AV SJ 95126,Check Issued,L,Single Family
"401 PERALTA AV, SUNNYVALE, CA 94086",401 PERALTA AV,SUNNYVALE,CA,94086,Sunnyvale,$393.00 ,$393.00 ,401 PERALTA AV SU 94086,Check Issued,L,Single Family
"1315 HAPPY VALLEY AV, SAN JOSE, CA 95129",1315 HAPPY VALLEY AV,SAN JOSE,CA,95129,SJ Water Co.,$299.99 ,$299.99 ,1315 HAPPY VALLEY AV SJ 95129,Check Issued,IW,Single Family
"1595 MARIPOSA AV, PALO ALTO, CA 94306",1595 MARIPOSA AV,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,1595 MARIPOSA AV PA 94306,Site is Disqualified,,Single Family
"14920 JERRIES DR, SARATOGA, CA 95070",14920 JERRIES DR,SARATOGA,CA,95070,SJ Water Co.,$816.00 ,$816.00 ,14920 JERRIES DR SA 95070,Check Issued,L,Single Family
"3171 COWPER ST, PALO ALTO, CA 94306",3171 COWPER ST,PALO ALTO,CA,94306,Palo Alto,$205.05 ,$205.05 ,3171 COWPER ST PA 94306,Check Issued,IW,Single Family
"1518 CALLE DE STUARDA, SAN JOSE, CA 95118",1518 CALLE DE STUARDA,SAN JOSE,CA,95118,SJ Water Co.,$149.97 ,$149.97 ,1518 CALLE DE STUARDA SJ 95118,Check Issued,W,Single Family
"657 VANDERBILT DR, SUNNYVALE, CA 94087",657 VANDERBILT DR,SUNNYVALE,CA,94087,Sunnyvale,$212.14 ,$212.14 ,657 VANDERBILT DR SU 94087,Check Issued,IW,Single Family
"229 N SUNNYVALE AV, SUNNYVALE, CA 94086",229 N SUNNYVALE AV,SUNNYVALE,CA,94086,Sunnyvale,$0.00 ,,229 N SUNNYVALE AV SU 94086,Site is Disqualified,,Single Family
"226 MOUNTAIN SPRINGS DR, SAN JOSE, CA 95136",226 MOUNTAIN SPRINGS DR,SAN JOSE,CA,95136,SJ Water Co.,"$1,732.00 ","$1,732.00 ",226 MOUNTAIN SPRINGS DR SJ 95136,Check Issued,L,Single Family
"4720 CORRALES DR, SAN JOSE, CA 95136",4720 CORRALES DR,SAN JOSE,CA,95136,SJ Water Co.,$0.00 ,,4720 CORRALES DR SJ 95136,Appl. Received Complete,,Single Family
"2451 TASSO ST, PALO ALTO, CA 94301",2451 TASSO ST,PALO ALTO,CA,94301,Palo Alto,"$2,006.00 ","$2,006.00 ",2451 TASSO ST PA 94301,Check Issued,L,Single Family
"1543 CHAUMONT DR, SAN JOSE, CA 95118",1543 CHAUMONT DR,SAN JOSE,CA,95118,SJ Water Co.,$196.16 ,$196.16 ,1543 CHAUMONT DR SJ 95118,Check Issued,IW,Single Family
"2380 BRIARWOOD DR, SAN JOSE, CA 95125",2380 BRIARWOOD DR,SAN JOSE,CA,95125,SJ Water Co.,$408.00 ,$408.00 ,2380 BRIARWOOD DR SJ 95125,Check Issued,L,Single Family
"1543 CHAUMONT DR, SAN JOSE, CA 95118",1543 CHAUMONT DR,SAN JOSE,CA,95118,SJ Water Co.,$0.00 ,,1543 CHAUMONT DR SJ 95118,Site is Disqualified,W,Single Family
"6710 HANOVER DR, SAN JOSE, CA 95129",6710 HANOVER DR,SAN JOSE,CA,95129,SJ Water Co.,"$1,370.00 ","$1,370.00 ",6710 HANOVER DR SJ 95129,Check Issued,LIW,Single Family
"13614 RIVERDALE DR, SARATOGA, CA 95070",13614 RIVERDALE DR,SARATOGA,CA,95070,SJ Water Co.,$846.00 ,$846.00 ,13614 RIVERDALE DR SA 95070,Check Issued,L,Single Family
"10956 LINDA VISTA DR, CUPERTINO, CA 95014",10956 LINDA VISTA DR,CUPERTINO,CA,95014,SJ Water Co.,"$2,814.44 ","$2,814.44 ",10956 LINDA VISTA DR CU 95014,Check Issued,LDIW,Single Family
"532 TANOAK DR, SANTA CLARA, CA 95051",532 TANOAK DR,SANTA CLARA,CA,95051,Santa Clara,$299.99 ,$299.99 ,532 TANOAK DR SC 95051,Check Issued,IW,Single Family
"1267 WASHOE DR, SAN JOSE, CA 95120",1267 WASHOE DR,SAN JOSE,CA,95120,SJ Water Co.,$0.00 ,,1267 WASHOE DR SJ 95120,Appl. Received Complete,L,Single Family
"4653 BORINA DR, SAN JOSE, CA 95129",4653 BORINA DR,SAN JOSE,CA,95129,SJ Water Co.,$0.00 ,,4653 BORINA DR SJ 95129,Appl. Received Complete,W,Single Family
"1815 SWANSTON WY, SAN JOSE, CA 95132",1815 SWANSTON WY,SAN JOSE,CA,95132,SJ Water Co.,$589.59 ,$589.59 ,1815 SWANSTON WY SJ 95132,Check Issued,IW,Single Family
"1205 AWALT DR, MOUNTAIN VIEW, CA 94040",1205 AWALT DR,MOUNTAIN VIEW,CA,94040,Mountain View,"$1,400.00 ","$1,400.00 ",1205 AWALT DR MV 94040,Check Issued,I,Single Family
"18428 TWIN CREEKS RD, MONTE SERENO, CA 95030",18428 TWIN CREEKS RD,MONTE SERENO,CA,95030,SJ Water Co.,$257.87 ,$257.87 ,18428 TWIN CREEKS RD MS 95030,Check Issued,IW,Single Family
"1351 DRYSDALE DR, SUNNYVALE, CA 94087",1351 DRYSDALE DR,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,1351 DRYSDALE DR SU 94087,Appl. Received Complete,,Single Family
"20387 GILLICK WY, CUPERTINO, CA 95014",20387 GILLICK WY,CUPERTINO,CA,95014,SJ Water Co.,$232.00 ,$232.00 ,20387 GILLICK WY CU 95014,Check Issued,IW,Single Family
"401 PERALTA AV, SUNNYVALE, CA 94086",401 PERALTA AV,SUNNYVALE,CA,94086,Sunnyvale,$355.47 ,$355.47 ,401 PERALTA AV SU 94086,Check Issued,IW,Single Family
"6628 MT HOPE DR, SAN JOSE, CA 95120",6628 MT HOPE DR,SAN JOSE,CA,95120,SJ Water Co.,$113.98 ,$113.98 ,6628 MT HOPE DR SJ 95120,Check Issued,IW,Single Family
"651 COYOTE ST, MILPITAS, CA 95035",651 COYOTE ST,MILPITAS,CA,95035,Milpitas,$249.00 ,$249.00 ,651 COYOTE ST MI 95035,Check Issued,IW,Single Family
"6383 MOJAVE DR, SAN JOSE, CA 95120",6383 MOJAVE DR,SAN JOSE,CA,95120,SJ Water Co.,$574.00 ,$574.00 ,6383 MOJAVE DR SJ 95120,Check Issued,L,Single Family
"19235 CLAYTON AV, MORGAN HILL, CA 95037",19235 CLAYTON AV,MORGAN HILL,CA,95037,Morgan Hill,"$1,126.88 ","$1,126.88 ",19235 CLAYTON AV MH 95037,Check Issued,IW,Single Family
"4598 TILBURY DR, SAN JOSE, CA 95130",4598 TILBURY DR,SAN JOSE,CA,95130,SJ Water Co.,"$1,318.96 ","$1,318.96 ",4598 TILBURY DR SJ 95130,Check Issued,LDIW,Single Family
"6589 DEER HOLLOW CT, SAN JOSE, CA 95120",6589 DEER HOLLOW CT,SAN JOSE,CA,95120,SJ Water Co.,$300.00 ,,6589 DEER HOLLOW CT SJ 95120,Appl. Received Complete,IW,Single Family
"38 ROOSEVELT CL, PALO ALTO, CA 94306",38 ROOSEVELT CL,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,38 ROOSEVELT CL PA 94306,Site is Disqualified,,Single Family
"1607 ST REGIS DR, SAN JOSE, CA 95124",1607 ST REGIS DR,SAN JOSE,CA,95124,SJ Water Co.,$569.00 ,$569.00 ,1607 ST REGIS DR SJ 95124,Check Issued,L,Single Family
"7240 WILD CREEK DR, SAN JOSE, CA 95120",7240 WILD CREEK DR,SAN JOSE,CA,95120,SJ Water Co.,$117.87 ,$117.87 ,7240 WILD CREEK DR SJ 95120,Check Issued,IW,Single Family
